PRMT1	1
MYEOV2	0.908782187594816
PPA1	0.893274587843499
MRPL24	0.893066813925191
SNHG3	0.892361679388841
AHSA1	0.891472122686167
AD000090.2	0.889973872076548
TIMM8B	0.8834627119013
LYRM4	0.882796250402172
TIMM17A	0.88197367509258
ABRACL	0.880608303629412
CENPV	0.879033957520253
C1QBP	0.877976308547746
NOL7	0.877767689317149
C21orf59	0.87582783209539
ZNF593	0.874861428820988
CPT2	0.87441638150665
KARS	0.873556449157376
FKBP4	0.872498973089656
CUL1	0.871011617299693
EXOSC4	0.870652177066259
RPL10	0.868993539873736
CBWD2	0.868939670426955
CCT2	0.868614974449764
EIF3E	0.866103907054533
APEX1	0.865214878672039
TMA7	0.865037026887597
DDX21	0.864583142217511
RP11-295G20.2	0.862870597154921
COA4	0.86068821215279
RSL24D1	0.86052111888839
GCSH	0.858974639267303
NHP2L1	0.858777585445751
COMTD1	0.858237229170828
ATP5O	0.85783182508168
ATP5E	0.857321256459123
SLC39A14	0.857299883718308
C12orf29	0.857288683118532
LDHB	0.856488037899346
BTF3	0.855743385013485
ATP5I	0.855477351787986
SSBP1	0.855041516456434
SSB	0.852983901469324
CCT3	0.852124142024837
PGLS	0.850907929757392
GDI2	0.850127504792392
RRP15	0.849739871472956
GNL3	0.84929647635991
PPA2	0.849158978631447
NUDCD1	0.848548740005359
NME1-NME2	0.848311687543223
NUS1	0.848249998957769
RBM3	0.847839273243528
TBC1D9	0.847349976590569
ZNF749	0.846879859435189
HSPBP1	0.846213315055632
MKI67IP	0.84607353114166
NOP14	0.844323292835638
NDUFB7	0.842899373890636
KAT2A	0.842634051495925
EIF2B3	0.842569096931173
CNBP	0.8415163853509
METAP2	0.840810309444046
LYAR	0.839954968677434
RP5-1024G6.8	0.839458011503894
MRPS25	0.838890643659008
CNIH1	0.838420832536931
STOML2	0.837322358823194
CUTA	0.834775865158397
C1orf233	0.833827078960563
GNPNAT1	0.83318128918923
LINC00662	0.833086520857784
EIF4H	0.832520149315194
SLC12A2	0.832406502841431
PWP1	0.832180958153411
BZW1	0.832165704108923
TYW3	0.83175128975924
THAP4	0.83118769700219
POLR2F	0.8306925072998
COX7C	0.830406935833439
UBE2V2	0.830186943310226
KTN1	0.82997511573526
TIMM13	0.829809569008116
RP11-304L19.5	0.82928530927855
MRPS34	0.828908629407004
CDKN2AIPNL	0.828815539391178
TMEM223	0.828430470826073
TTC19	0.828109866928826
AC009005.2	0.827577974864318
PHB2	0.827019346835263
PM20D2	0.826862677177345
DCTPP1	0.826750912154398
NOC2L	0.826533916647482
HAGHL	0.826334768756851
ZC3HC1	0.826128240776332
CCDC43	0.826078764008962
MRPS21	0.824925316178976
POLR2L	0.824925296967333
CNNM1	0.824816088383087
BOD1	0.824585029953545
DDB1	0.824284559858091
PRDX4	0.824071252986618
CCT8	0.82374861265522
CLUH	0.823420880578842
UTP11L	0.82324870649449
MARCKSL1	0.823037132386047
PHB	0.822738819885257
NDUFAB1	0.822193362919135
ZNF259	0.822095556444969
TCF3	0.821941325375512
TFRC	0.821901451610607
ATP5A1	0.821294190789174
NIT2	0.820622388453311
C19orf60	0.819830522954945
SEC31B	0.819537103532447
TSEN15	0.819452649150118
TRMT61A	0.81938277837245
GLRX5	0.819275777159466
KIAA0020	0.819205962049052
DKC1	0.819092440450967
PDCD2L	0.818878616451904
RWDD1	0.81876882032578
C17orf89	0.818746457973407
FKBP3	0.818005906773313
LAP3	0.817891952913262
LETM1	0.817532483862364
WBSCR22	0.817312039865542
TMC8	0.816604811260113
HNRNPC	0.816423818372052
METTL2B	0.816345309993211
MRI1	0.815395073316336
VDAC1	0.81537713924766
ITPA	0.815041521451461
SHPRH	0.814901190005665
PRDX3	0.814119919728377
LTV1	0.814095549759318
SRM	0.814089853507188
RPL17	0.814077625296462
C14orf159	0.813595643598588
ABCE1	0.81344016377234
NEDD8	0.813214657507606
NOP16	0.81278974399506
UBA52	0.812492357368296
HSBP1	0.812252221437469
TIPIN	0.812181599438052
EPN1	0.811863012763313
PGAM1	0.81143969381713
ATIC	0.811149463527359
COX4I1	0.811088629860015
ATP5G2	0.810988181784946
ENOPH1	0.810954820766995
PEX6	0.810273816054167
EDF1	0.810027196193851
C17orf70	0.80975125936642
HDAC2	0.809666526415269
ADARB1	0.809551842512788
AHSA2	0.809551756060395
RRP1B	0.809300074713848
TOE1	0.809107313912809
PPM1F	0.809005386541234
NGDN	0.808789399645572
SDHAF1	0.80864365051647
CTPS1	0.808432821946935
FAM53C	0.808397059473618
HEBP2	0.808348031360855
TMEM161A	0.807829653205446
RPL36A	0.807661455271578
LARS	0.80719910787278
TRNT1	0.807086287499662
NOM1	0.806752197029077
FAM216A	0.806740958217962
TFCP2	0.806720161614488
PSMB5	0.806367791265653
TRIM7	0.806340827724798
SLC52A2	0.806257996726298
NAA16	0.806007937981897
HNRNPF	0.805905222932961
SRSF9	0.805584753517215
RCC2	0.805432328342193
EIF5B	0.805429129603645
BLMH	0.805345779890785
UQCRQ	0.80502446516275
BACE1	0.804969913702645
AOAH	0.804960154188036
UPF2	0.804648579762967
CCDC137	0.804533444386876
PDCD2	0.804412747240156
TSEN2	0.804287967825262
C6orf48	0.803144212063187
CSTF3	0.802826009621306
TMEM43	0.802667158151724
SNRPD2	0.802046756566525
RNH1	0.801956509873853
PWP2	0.801926971972845
BRICD5	0.801415519733691
PTPN7	0.801180897425408
NIP7	0.801146787153382
ADK	0.80103033577975
WDR36	0.800866479677185
HM13	0.800740086278336
PFDN5	0.800734947163852
PRDX2	0.800295865064644
SLC12A7	0.799937519323698
ZNF90	0.799666923904162
DRG1	0.799414108289
CLNS1A	0.79940015103041
SRP9	0.798697562036749
NOLC1	0.798645047010794
PEBP1	0.79832767066956
PUSL1	0.798147306807087
SRSF2	0.797836409748149
CASC3	0.797718056421867
NDUFAF4	0.797342315109406
FOXRED1	0.797161274192237
RPL22	0.797127903568465
APRT	0.796433335435728
HSP90AB1	0.796365604788571
MTHFD1L	0.79604713338369
DNAJA3	0.795655090992201
TTC26	0.795640298701519
ENKD1	0.795531842847386
SLIRP	0.795159036765878
GORAB	0.795082199563776
FAM195A	0.794852178799149
SCAMP4	0.794701790058278
NCLN	0.794483036686035
RPL10A	0.794393798604616
EIF3I	0.793863393960732
SEH1L	0.793664342128315
TSPO	0.793619185161603
SNRPB2	0.793546027225319
ADAM15	0.793485001441546
TOMM22	0.793359616653951
EIF4EBP1	0.793131343912634
MRPS26	0.793058800748924
EFHD2	0.79275511964063
IFRD2	0.792747946760465
DNAJC19	0.792684884542541
THOC6	0.79252532224217
HSPD1	0.792417881129074
SMN1	0.792409178254826
UQCC2	0.792208224469758
ZHX1	0.792079852271688
ECE2	0.79180434893474
DHX30	0.791735425937205
EBP	0.791439749146662
TOPORS	0.791040627264753
CCDC124	0.790942465375192
TARBP1	0.790936509765883
FBXL12	0.790703261209048
